year,provinces_code,provinces_th,provinces_en,region_en,region_th,Standing_area_rai,Fruitful_area_rai,Productivity_tons,Productivity_per_rai_kg
2558,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,2341,2124,164,77
2559,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,2263,2263,131,58
2560,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,2607,2186,597,273
2561,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,2432,2055,704,343
2562,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,1666,1503,303,202
2563,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,1680,1547,611,395
2564,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,1680,1660,1020,614
2565,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,1677,1665,914,549
2566,190,หนองบัวลำภู,Nong Bua Lam Phu,Northeastern,ภาคตะวันออกเฉียงเหนือ,1638,1624,708,436
2526,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,230,210,0,0
2527,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,230,210,0,0
2528,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,243,230,0,0
2529,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,243,230,0,0
2530,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,100,100,0,0
2531,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,108,100,0,0
2532,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,114,100,0,0
2533,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,138,108,0,0
2534,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,132,108,0,0
2535,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,217,132,0,0
2536,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,573,132,0,0
2537,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,573,217,0,0
2538,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1356,573,0,0
2539,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,4026,573,0,0
2540,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,5544,1356,0,0
2541,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,5782,4026,0,0
2542,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,5867,5544,1696,306
2543,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6122,5782,1798,311
2544,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6267,5780,1774,307
2545,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6392,6035,1967,326
2546,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6462,6102,1947,319
2547,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6650,6227,2049,329
2548,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6696,6462,2036,315
2549,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6830,6575,2196,334
2550,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,6946,6621,1993,301
2551,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,3558,3442,1019,296
2552,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,2918,2799,859,307
2553,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,2809,2521,718,285
2554,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,2738,2335,817,350
2555,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1906,1906,982,515
2556,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1700,1700,566,333
2557,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1525,1525,539,353
2558,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1411,1411,487,345
2559,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1339,1339,299,223
2560,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1324,1317,268,203
2561,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1262,1253,470,375
2562,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,680,678,89.13,131
2563,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,581,567,197.33,348
2564,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,526,496,227.41,458
2565,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,527,510,217.11,426
2566,200,อุดรธานี,Udon Thani,Northeastern,ภาคตะวันออกเฉียงเหนือ,482,475,81,171
2535,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,957,679,797,1174
2536,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,865,679,693,1021
2537,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,865,865,641,741
2538,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,1136,865,430,497
2539,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,1764,865,900,1040
2540,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,2568,1136,1051,925
2541,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,2811,1764,101,57
2542,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,3478,2568,755,294
2543,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4158,2811,2302,819
2544,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4301,3292,1337,406
2545,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4595,3972,2304,580
2546,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4614,4115,2062,501
2547,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4627,4296,2298,535
2548,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4658,4501,2363,525
2549,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4677,4512,2391,530
2550,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,4749,4543,2085,459
2551,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,3973,3901,1783,457
2552,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,3812,3812,1765,463
2553,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,3729,3576,1545,432
2554,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,3641,3488,1713,491
2555,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,1340,1340,414,309
2556,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,1121,1098,451,411
2557,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,822,799,407,509
2558,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,857,822,407,495
2559,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,955,822,287,349
2560,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,997,854,451,528
2561,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,737,659,474,719
2562,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,763,703,467.12,664
2563,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,763,736,504,685
2564,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,771,759,592,780
2565,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,837,749,571,762
2566,210,หนองคาย,Nong Khai,Northeastern,ภาคตะวันออกเฉียงเหนือ,733,656,163,248
2551,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,1682,1682,419,249
2552,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,1682,1682,363,216
2553,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,1682,1682,440,262
2554,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,1682,1682,372,221
2555,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,688,632,585,926
2556,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,824,824,384,466
2557,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,355,355,172,485
2558,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,148,148,74,500
2559,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,79,61,62,1016
2560,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,99,61,31,508
2561,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,93,61,32,525
2562,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,67,62,19,306
2563,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,67,62,24,387
2564,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,76,67,39.3,587
2565,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,90,67,36.38,543
2566,220,บึงกาฬ,Bueng Kan,Northeastern,ภาคตะวันออกเฉียงเหนือ,104,76,26,342
2551,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,556,413,395,956
2552,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,609,424,381,899
2553,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,648,548,347,633
2554,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,662,594,374,630
2555,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,20,20,20,1000
2556,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,765,656,602,918
2557,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,823,688,510,741
2558,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,876,762,690,906
2559,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,952,814,666,818
2560,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1590,870,688,791
2561,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1590,952,1179,1238
2562,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1607,1590,563.32,354
2563,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1618,1590,771.86,485
2564,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1592,1556,1075,691
2565,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1612,1567,975,622
2566,230,สกลนคร,Sakon Nakhon,Northeastern,ภาคตะวันออกเฉียงเหนือ,1720,1587,775,488
2551,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,45,39,37,949
2552,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,36,31,32,1032
2553,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,37,30,23,767
2554,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,28,21,19,905
2555,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,40,38,30,789
2556,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,41,20,18,900
2557,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,41,20,23,1150
2558,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,39,38,13,342
2559,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,39,36,18,500
2560,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,40,36,26,722
2561,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,41,38,31,816
2562,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,41,40,11.88,297
2563,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,62,41,14.02,342
2564,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,66,41,21.98,536
2565,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,69,62,27.04,436
2566,240,นครพนม,Nakhon Phanom,Northeastern,ภาคตะวันออกเฉียงเหนือ,76,66,13,197
2551,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,43,37,34,919
2552,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,36,31,26,839
2553,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,42,32,25,781
2554,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,42,31,22,710
2555,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,323,323,99,307
2556,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,40,39,32,821
2557,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,43,40,30.41,760
2558,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,42,39,26,667
2559,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,42,42,20,476
2560,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,72,42,32,762
2561,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,59,32,35.36,1105
2562,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,48,45,32.3,718
2563,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,85,44,19,432
2564,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,115,46,26.98,587
2565,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,115,85,43.48,512
2566,250,มุกดาหาร,Mukdahan,Northeastern,ภาคตะวันออกเฉียงเหนือ,180,115,49,426
2535,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,107,44,0,0
2536,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,205,94,0,0
2537,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,211,107,0,0
2538,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,236,205,0,0
2539,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,429,211,0,0
2540,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,405,212,0,0
2541,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,318,318,0,0
2542,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,324,318,164,516
2543,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,416,318,129,406
2544,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,501,324,144,444
2545,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,527,308,89,289
2546,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,555,393,84,214
2547,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,584,527,140,266
2548,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,591,555,145,261
2549,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,614,584,157,269
2550,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,627,591,154,261
2551,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,428,381,99,260
2552,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,406,372,102,274
2553,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,390,341,91,267
2554,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,347,298,88,295
2555,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,176,158,121,766
2556,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,313,313,91,291
2557,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,286,286,89,311
2558,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,259,259,78,301
2559,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,259,255,44,173
2560,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,274,255,102,400
2561,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,274,259,160,618
2562,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,315,272,97,357
2563,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,88,84,42,500
2564,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,152,87,65.98,758
2565,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,153,88,63.07,717
2566,260,ยโสธร,Yasothon,Northeastern,ภาคตะวันออกเฉียงเหนือ,158,152,102,671
2551,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,173,143,115,804
2552,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,171,139,99,712
2553,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,163,155,111,716
2554,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,170,160,109,681
2555,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,1185,1185,619,522
2556,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,217,167,92,551
2557,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,219,176,121,688
2558,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,219,217,122,562
2559,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,221,219,71,324
2560,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,290,219,124,566
2561,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,326,221,121,548
2562,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,327,290,141,486
2563,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,320,317,113,356
2564,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,390,318,260.98,821
2565,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,406,311,224.23,721
2566,270,อำนาจเจริญ,Amnat Charoen,Northeastern,ภาคตะวันออกเฉียงเหนือ,406,381,250,656
2532,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,35,18,0,0
2533,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,35,18,0,0
2534,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,77,35,0,0
2535,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,108,35,0,0
2536,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,90,59,0,0
2537,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,81,81,0,0
2538,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,89,81,0,0
2539,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,356,81,0,0
2540,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,613,89,0,0
2541,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,629,356,0,0
2542,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,956,613,421,687
2543,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1142,629,323,514
2544,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1333,956,478,500
2545,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1544,1142,777,680
2546,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1561,1263,722,572
2547,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1728,1453,905,623
2548,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1745,1511,845,559
2549,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1873,1699,974,573
2550,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1907,1745,939,538
2551,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1475,1363,729,535
2552,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1384,1306,701,537
2553,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1311,1311,630,481
2554,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1242,1242,624,502
2555,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1163,1163,427,367
2556,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1142,1142,557,488
2557,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1142,1142,618,541
2558,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1150,1142,585,512
2559,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1176,1115,291,261
2560,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1261,1115,506,454
2561,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1284,1167,673,577
2562,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1333,1259,630,500
2563,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1397,1057,658,623
2564,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1585,1117,849,760
2565,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1513,1325,1004,758
2566,280,อุบลราชธานี,Ubon Ratchathani,Northeastern,ภาคตะวันออกเฉียงเหนือ,1542,1503,1111,739
2530,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,310,80,0,0
2531,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,470,180,0,0
2532,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,172,12,0,0
2533,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,186,172,0,0
2534,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,186,172,0,0
2535,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,185,185,0,0
2536,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,185,185,0,0
2537,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,330,185,0,0
2538,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,330,185,0,0
2539,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,1939,330,0,0
2540,290,ศรีสะเกษ,Si Sa Ket,Northeastern,ภาคตะวันออกเฉียงเหนือ,1939,330,0,0
